ORDERNUMBER,QUANTITYORDERED,PRODUCTLINE,PRICEEACH,CUSTOMERNAME,PHONE,STATE,ORDERDATE
10348,29,Vintage Cars,100,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,19-05-2008 00:00
10358,30,Vintage Cars,100,Euro Shopping Channel,(91) 555 94 44,,20-05-2008 00:00
10370,20,Vintage Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,21-05-2008 00:00
10382,39,Vintage Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,22-05-2008 00:00
10411,35,Vintage Cars,59.87,Quebec Home Shopping Network,(514) 555-8054,Quebec,23-05-2008 00:00
10424,26,Vintage Cars,59.87,Euro Shopping Channel,(91) 555 94 44,,24-05-2008 00:00
10108,44,Classic Cars,100,Cruz & Sons Co.,+63 2 555 3587,,25-05-2008 00:00
10122,28,Classic Cars,100,Marseille Mini Autos,91.24.4555,,26-05-2008 00:00
10135,31,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,27-05-2008 00:00
10146,29,Classic Cars,100,Gift Ideas Corp.,2035554407,CT,28-05-2008 00:00
10159,32,Classic Cars,100,Corporate Gift Ideas Co.,6505551386,CA,29-05-2008 00:00
10169,33,Classic Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,30-05-2008 00:00
10180,44,Classic Cars,100,Daedalus Designs Imports,20.16.1555,,31-05-2008 00:00
10191,32,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,01-06-2008 00:00
10211,41,Classic Cars,100,Auto Canal Petit,(1) 47.55.6555,,02-06-2008 00:00
10225,35,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,03-06-2008 00:00
10238,44,Classic Cars,100,Danish Wholesale Imports,31 12 3555,,04-06-2008 00:00
10252,26,Classic Cars,100,Auto Canal Petit,(1) 47.55.6555,,05-06-2008 00:00
10264,20,Classic Cars,100,Gifts4AllAges.com,6175559555,MA,06-06-2008 00:00
10276,48,Classic Cars,100,Online Mini Collectables,6175557555,MA,07-06-2008 00:00
10287,34,Classic Cars,100,"Vida Sport, Ltd",0897-034555,,08-06-2008 00:00
10299,49,Classic Cars,100,"Toys of Finland, Co.",90-224 8555,,09-06-2008 00:00
10310,40,Classic Cars,100,"Toms Spezialitten, Ltd",0221-5554327,,10-06-2008 00:00
10319,45,Classic Cars,100,Microscale Inc.,2125551957,NY,11-06-2008 00:00
10330,50,Classic Cars,100,Cruz & Sons Co.,+63 2 555 3587,,12-06-2008 00:00
10342,38,Classic Cars,100,"Australian Collectors, Co.",03 9520 4555,Victoria,13-06-2008 00:00
10355,25,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,14-06-2008 00:00
10363,28,Classic Cars,58.18,Suominen Souveniers,+358 9 8045 555,,15-06-2008 00:00
10378,49,Classic Cars,67.14,Euro Shopping Channel,(91) 555 94 44,,16-06-2008 00:00
10390,49,Classic Cars,100,Mini Gifts Distributors Ltd.,4155551450,CA,17-06-2008 00:00
10110,42,Classic Cars,61.29,"AV Stores, Co.",(171) 555-1555,,18-06-2008 00:00
10124,23,Classic Cars,57.73,Signal Gift Stores,7025551838,NV,19-06-2008 00:00
10148,29,Classic Cars,81.25,"Anna's Decorations, Ltd",02 9936 8555,NSW,20-06-2008 00:00
10161,25,Classic Cars,80.54,Heintze Collectables,86 21 3555,,21-06-2008 00:00
10173,39,Classic Cars,71.98,Rovelli Gifts,035-640555,,22-06-2008 00:00
10182,44,Classic Cars,69.84,Mini Gifts Distributors Ltd.,4155551450,CA,23-06-2008 00:00
10193,25,Classic Cars,76.26,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,24-06-2008 00:00
10204,45,Classic Cars,76.26,Muscle Machine Inc,2125557413,NY,25-06-2008 00:00
10213,25,Classic Cars,83.39,"Double Decker Gift Stores, Ltd",(171) 555-7555,,26-06-2008 00:00
10227,37,Classic Cars,57.73,"Saveley & Henriot, Co.",78.32.5555,,27-06-2008 00:00
10241,30,Classic Cars,66.99,Mini Caravy,88.60.1555,,28-06-2008 00:00
10267,36,Classic Cars,75.55,Muscle Machine Inc,2125557413,NY,29-06-2008 00:00
10279,26,Classic Cars,60.58,Euro Shopping Channel,(91) 555 94 44,,30-06-2008 00:00
10288,23,Classic Cars,73.41,Handji Gifts& Co,+65 224 1555,,01-07-2008 00:00
10302,23,Classic Cars,72.7,"UK Collectables, Ltd.",(171) 555-2282,,02-07-2008 00:00
10311,25,Classic Cars,66.99,Euro Shopping Channel,(91) 555 94 44,,03-07-2008 00:00
10332,21,Classic Cars,100,"AV Stores, Co.",(171) 555-1555,,04-07-2008 00:00
10344,26,Classic Cars,63.43,Marseille Mini Autos,91.24.4555,,05-07-2008 00:00
10367,44,Classic Cars,85.25,Toys4GrownUps.com,6265557265,CA,06-07-2008 00:00
10380,24,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,07-07-2008 00:00
10407,66,Classic Cars,66.99,The Sharp Gifts Warehouse,4085553659,CA,08-07-2008 00:00
10420,36,Classic Cars,57.73,Souveniers And Things Co.,+61 2 9495 8555,NSW,09-07-2008 00:00
10110,36,Classic Cars,85.25,"AV Stores, Co.",(171) 555-1555,,10-07-2008 00:00
10124,22,Classic Cars,77.9,Signal Gift Stores,7025551838,NV,11-07-2008 00:00
10148,25,Classic Cars,60.26,"Anna's Decorations, Ltd",02 9936 8555,NSW,12-07-2008 00:00
10161,37,Classic Cars,72.76,Heintze Collectables,86 21 3555,,13-07-2008 00:00
10172,32,Classic Cars,75.69,Gift Depot Inc.,2035552570,CT,14-07-2008 00:00
10182,47,Classic Cars,74.22,Mini Gifts Distributors Ltd.,4155551450,CA,15-07-2008 00:00
10192,37,Classic Cars,69.82,Online Diecast Creations Co.,6035558647,NH,16-07-2008 00:00
10204,20,Classic Cars,62.47,Muscle Machine Inc,2125557413,NY,17-07-2008 00:00
10212,41,Classic Cars,82.31,Euro Shopping Channel,(91) 555 94 44,,18-07-2008 00:00
10226,21,Classic Cars,60.26,Collectable Mini Designs Co.,7605558146,CA,19-07-2008 00:00
10241,22,Classic Cars,76.43,Mini Caravy,88.60.1555,,20-07-2008 00:00
10267,40,Classic Cars,80.1,Muscle Machine Inc,2125557413,NY,21-07-2008 00:00
10279,32,Classic Cars,74.96,Euro Shopping Channel,(91) 555 94 44,,22-07-2008 00:00
10288,36,Classic Cars,66.14,Handji Gifts& Co,+65 224 1555,,23-07-2008 00:00
10301,27,Classic Cars,72.02,"Norway Gifts By Mail, Co.",+47 2212 1555,,24-07-2008 00:00
10311,26,Classic Cars,87.45,Euro Shopping Channel,(91) 555 94 44,,25-07-2008 00:00
10321,30,Classic Cars,70.55,FunGiftIdeas.com,5085552555,MA,26-07-2008 00:00
10332,23,Classic Cars,56.84,"AV Stores, Co.",(171) 555-1555,,27-07-2008 00:00
10344,29,Classic Cars,59.53,Marseille Mini Autos,91.24.4555,,28-07-2008 00:00
10367,21,Classic Cars,60.37,Toys4GrownUps.com,6265557265,CA,29-07-2008 00:00
10380,34,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,30-07-2008 00:00
10407,26,Classic Cars,76.43,The Sharp Gifts Warehouse,4085553659,CA,31-07-2008 00:00
10420,60,Classic Cars,64.67,Souveniers And Things Co.,+61 2 9495 8555,NSW,01-08-2008 00:00
10104,35,Classic Cars,55.49,Euro Shopping Channel,(91) 555 94 44,,02-08-2008 00:00
10115,47,Classic Cars,69.36,Classic Legends Inc.,2125558493,NY,03-08-2008 00:00
10127,20,Classic Cars,60.69,Muscle Machine Inc,2125557413,NY,04-08-2008 00:00
10141,20,Classic Cars,54.33,Suominen Souveniers,+358 9 8045 555,,05-08-2008 00:00
10152,25,Classic Cars,65.31,"Australian Gift Network, Co",61-7-3844-6555,Queensland,06-08-2008 00:00
10165,25,Classic Cars,69.36,"Dragon Souveniers, Ltd.",+65 221 7555,,07-08-2008 00:00
10176,27,Classic Cars,68.78,L'ordine Souveniers,0522-556555,,08-08-2008 00:00
10184,31,Classic Cars,60.11,"Iberia Gift Imports, Corp.",(95) 555 82 82,,09-08-2008 00:00
10195,44,Classic Cars,66.47,Mini Classics,9145554562,NY,10-08-2008 00:00
10207,49,Classic Cars,46.82,Diecast Collectables,6175552555,MA,11-08-2008 00:00
10220,26,Classic Cars,56.07,"Clover Collections, Co.",+353 1862 1555,,12-08-2008 00:00
10230,36,Classic Cars,54.33,"Blauer See Auto, Co.",+49 69 66 90 2555,,13-08-2008 00:00
10246,44,Classic Cars,52.6,Euro Shopping Channel,(91) 555 94 44,,14-08-2008 00:00
10259,28,Classic Cars,46.82,Handji Gifts& Co,+65 224 1555,,15-08-2008 00:00
10271,45,Classic Cars,64.74,Mini Gifts Distributors Ltd.,4155551450,CA,16-08-2008 00:00
10282,29,Classic Cars,46.82,Mini Gifts Distributors Ltd.,4155551450,CA,17-08-2008 00:00
10292,40,Classic Cars,53.75,Land of Toys Inc.,2125557818,NY,18-08-2008 00:00
10305,45,Classic Cars,61.85,Marta's Replicas Co.,6175558555,MA,19-08-2008 00:00
10314,44,Classic Cars,53.18,Heintze Collectables,86 21 3555,,20-08-2008 00:00
10324,25,Classic Cars,69.16,Vitachrome Inc.,2125551500,NY,21-08-2008 00:00
10336,45,Classic Cars,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,22-08-2008 00:00
10349,48,Classic Cars,47.4,Muscle Machine Inc,2125557413,NY,23-08-2008 00:00
10358,44,Classic Cars,60.76,Euro Shopping Channel,(91) 555 94 44,,24-08-2008 00:00
10371,25,Classic Cars,97.27,Mini Gifts Distributors Ltd.,4155551450,CA,25-08-2008 00:00
10383,22,Classic Cars,91.76,Euro Shopping Channel,(91) 555 94 44,,26-08-2008 00:00
10394,31,Classic Cars,50.29,Euro Shopping Channel,(91) 555 94 44,,27-08-2008 00:00
10412,21,Classic Cars,52.6,Euro Shopping Channel,(91) 555 94 44,,28-08-2008 00:00
10425,55,Classic Cars,46.82,La Rochelle Gifts,40.67.8555,,29-08-2008 00:00
10107,25,Motorcycles,100,Land of Toys Inc.,2125557818,NY,30-08-2008 00:00
10120,35,Motorcycles,98.05,"Australian Collectors, Co.",03 9520 4555,Victoria,31-08-2008 00:00
10134,35,Motorcycles,93.54,Lyon Souveniers,+33 1 46 62 7555,,01-09-2008 00:00
10145,43,Motorcycles,95.8,Toys4GrownUps.com,6265557265,CA,02-09-2008 00:00
10159,44,Motorcycles,100,Corporate Gift Ideas Co.,6505551386,CA,03-09-2008 00:00
10168,50,Motorcycles,100,Technics Stores Inc.,6505556809,CA,04-09-2008 00:00
10180,48,Motorcycles,100,Daedalus Designs Imports,20.16.1555,,05-09-2008 00:00
10188,25,Motorcycles,100,Herkku Gifts,+47 2267 3215,,06-09-2008 00:00
10201,39,Motorcycles,100,Mini Wheels Co.,6505555787,CA,07-09-2008 00:00
10211,25,Motorcycles,90.16,Auto Canal Petit,(1) 47.55.6555,,08-09-2008 00:00
10223,32,Motorcycles,91.29,"Australian Collectors, Co.",03 9520 4555,Victoria,09-09-2008 00:00
10237,20,Motorcycles,100,Vitachrome Inc.,2125551500,NY,10-09-2008 00:00
10251,26,Motorcycles,100,Tekni Collectables Inc.,2015559350,NJ,11-09-2008 00:00
10263,42,Motorcycles,100,Gift Depot Inc.,2035552570,CT,12-09-2008 00:00
10275,21,Motorcycles,100,La Rochelle Gifts,40.67.8555,,13-09-2008 00:00
10285,34,Motorcycles,100,Marta's Replicas Co.,6175558555,MA,14-09-2008 00:00
10299,47,Motorcycles,100,"Toys of Finland, Co.",90-224 8555,,15-09-2008 00:00
10309,21,Motorcycles,100,Baane Mini Imports,07-98 9555,,16-09-2008 00:00
10318,48,Motorcycles,100,Diecast Classics Inc.,2155551555,PA,17-09-2008 00:00
10329,30,Motorcycles,87.78,Land of Toys Inc.,2125557818,NY,18-09-2008 00:00
10339,27,Motorcycles,84.39,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,19-09-2008 00:00
10362,50,Motorcycles,96.92,Technics Stores Inc.,6505556809,CA,20-09-2008 00:00
10374,38,Motorcycles,100,"Australian Gift Network, Co",61-7-3844-6555,Queensland,21-09-2008 00:00
10389,45,Motorcycles,100,Scandinavian Gift Ideas,0695-34 6555,,22-09-2008 00:00
10403,46,Motorcycles,100,"UK Collectables, Ltd.",(171) 555-2282,,23-09-2008 00:00
10417,35,Motorcycles,100,Euro Shopping Channel,(91) 555 94 44,,24-09-2008 00:00
10110,29,Classic Cars,59.37,"AV Stores, Co.",(171) 555-1555,,25-09-2008 00:00
10123,50,Classic Cars,59.87,Atelier graphique,40.32.2555,,26-09-2008 00:00
10137,26,Classic Cars,49.81,Reims Collectables,26.47.1555,,27-09-2008 00:00
10148,47,Classic Cars,56.85,"Anna's Decorations, Ltd",02 9936 8555,NSW,28-09-2008 00:00
10161,23,Classic Cars,53.33,Heintze Collectables,86 21 3555,,29-09-2008 00:00
10172,34,Classic Cars,42.76,Gift Depot Inc.,2035552570,CT,30-09-2008 00:00
10181,34,Classic Cars,53.83,Herkku Gifts,+47 2267 3215,,01-10-2008 00:00
10192,47,Classic Cars,53.83,Online Diecast Creations Co.,6035558647,NH,02-10-2008 00:00
10204,45,Classic Cars,49.81,Muscle Machine Inc,2125557413,NY,03-10-2008 00:00
10212,45,Classic Cars,53.33,Euro Shopping Channel,(91) 555 94 44,,04-10-2008 00:00
10226,36,Classic Cars,43.27,Collectable Mini Designs Co.,7605558146,CA,05-10-2008 00:00
10241,21,Classic Cars,40.25,Mini Caravy,88.60.1555,,06-10-2008 00:00
10266,28,Classic Cars,48.3,L'ordine Souveniers,0522-556555,,07-10-2008 00:00
10278,35,Classic Cars,45.28,Signal Gift Stores,7025551838,NV,08-10-2008 00:00
10288,50,Classic Cars,52.32,Handji Gifts& Co,+65 224 1555,,09-10-2008 00:00
10301,22,Classic Cars,51.32,"Norway Gifts By Mail, Co.",+47 2212 1555,,10-10-2008 00:00
10311,45,Classic Cars,49.3,Euro Shopping Channel,(91) 555 94 44,,11-10-2008 00:00
10321,48,Classic Cars,42.26,FunGiftIdeas.com,5085552555,MA,12-10-2008 00:00
10332,20,Classic Cars,87.96,"AV Stores, Co.",(171) 555-1555,,13-10-2008 00:00
10343,27,Classic Cars,36.21,Reims Collectables,26.47.1555,,14-10-2008 00:00
10367,38,Classic Cars,38.5,Toys4GrownUps.com,6265557265,CA,15-10-2008 00:00
10379,32,Classic Cars,100,Euro Shopping Channel,(91) 555 94 44,,16-10-2008 00:00
10407,64,Classic Cars,40.25,The Sharp Gifts Warehouse,4085553659,CA,17-10-2008 00:00
10420,37,Classic Cars,60.37,Souveniers And Things Co.,+61 2 9495 8555,NSW,18-10-2008 00:00
10106,28,Planes,88.63,Rovelli Gifts,035-640555,,19-10-2008 00:00
10120,39,Planes,100,"Australian Collectors, Co.",03 9520 4555,Victoria,20-10-2008 00:00
10133,41,Planes,94.1,Euro Shopping Channel,(91) 555 94 44,,21-10-2008 00:00
10145,40,Planes,87.54,Toys4GrownUps.com,6265557265,CA,22-10-2008 00:00
10168,49,Planes,100,Technics Stores Inc.,6505556809,CA,23-10-2008 00:00
10210,27,Planes,98.48,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,24-10-2008 00:00
10223,34,Planes,100,"Australian Collectors, Co.",03 9520 4555,Victoria,25-10-2008 00:00
10235,23,Planes,96.29,"Royal Canadian Collectables, Ltd.",(604) 555-4555,BC,26-10-2008 00:00
10250,31,Planes,88.63,The Sharp Gifts Warehouse,4085553659,CA,27-10-2008 00:00
10262,34,Planes,97.38,Euro Shopping Channel,(91) 555 94 44,,28-10-2008 00:00
10275,25,Planes,95.2,La Rochelle Gifts,40.67.8555,,29-10-2008 00:00
10284,22,Planes,100,"Norway Gifts By Mail, Co.",+47 2212 1555,,30-10-2008 00:00
10297,32,Planes,100,"Clover Collections, Co.",+353 1862 1555,,31-10-2008 00:00
10308,31,Planes,100,Mini Classics,9145554562,NY,01-11-2008 00:00
10316,25,Planes,100,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,02-11-2008 00:00
10328,47,Planes,87.54,Rovelli Gifts,035-640555,,03-11-2008 00:00
10339,21,Planes,50.65,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,04-11-2008 00:00
10353,28,Planes,71.73,Gift Ideas Corp.,2035554407,CT,05-11-2008 00:00
10374,46,Planes,94.1,"Australian Gift Network, Co",61-7-3844-6555,Queensland,06-11-2008 00:00
10386,33,Planes,41.71,Euro Shopping Channel,(91) 555 94 44,,07-11-2008 00:00
10398,43,Planes,100,Reims Collectables,26.47.1555,,08-11-2008 00:00
10401,38,Planes,96.29,Tekni Collectables Inc.,2015559350,NJ,09-11-2008 00:00
10416,47,Planes,88.63,L'ordine Souveniers,0522-556555,,10-11-2008 00:00
10101,45,Vintage Cars,31.2,"Blauer See Auto, Co.",+49 69 66 90 2555,,11-11-2008 00:00
10110,20,Vintage Cars,35.51,"AV Stores, Co.",(171) 555-1555,,12-11-2008 00:00
10124,45,Vintage Cars,37.84,Signal Gift Stores,7025551838,NV,13-11-2008 00:00
10149,36,Vintage Cars,33.19,Signal Collectibles Ltd.,4155554312,CA,14-11-2008 00:00
10162,37,Vintage Cars,27.22,Corporate Gift Ideas Co.,6505551386,CA,15-11-2008 00:00
10173,31,Vintage Cars,31.53,Rovelli Gifts,035-640555,,16-11-2008 00:00
10182,39,Vintage Cars,36.84,Mini Gifts Distributors Ltd.,4155551450,CA,17-11-2008 00:00
10193,26,Vintage Cars,29.21,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,18-11-2008 00:00
10205,32,Vintage Cars,37.17,Euro Shopping Channel,(91) 555 94 44,,19-11-2008 00:00
10214,20,Vintage Cars,34.19,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,20-11-2008 00:00
10227,42,Vintage Cars,29.21,"Saveley & Henriot, Co.",78.32.5555,,21-11-2008 00:00
10243,33,Vintage Cars,29.54,Diecast Collectables,6175552555,MA,22-11-2008 00:00
10280,20,Vintage Cars,28.88,Amica Models & Co.,011-4988555,,23-11-2008 00:00
10288,29,Vintage Cars,38.17,Handji Gifts& Co,+65 224 1555,,24-11-2008 00:00
10304,23,Vintage Cars,30.2,Auto Assoc. & Cie.,30.59.8555,,25-11-2008 00:00
10312,39,Vintage Cars,29.54,Mini Gifts Distributors Ltd.,4155551450,CA,26-11-2008 00:00
10322,20,Vintage Cars,100,Online Diecast Creations Co.,6035558647,NH,27-11-2008 00:00
10332,45,Vintage Cars,81.91,"AV Stores, Co.",(171) 555-1555,,28-11-2008 00:00
10344,20,Vintage Cars,35.18,Marseille Mini Autos,91.24.4555,,29-11-2008 00:00
10356,48,Vintage Cars,100,Lyon Souveniers,+33 1 46 62 7555,,30-11-2008 00:00
10367,23,Vintage Cars,36.29,Toys4GrownUps.com,6265557265,CA,01-12-2008 00:00
10380,32,Vintage Cars,70.56,Euro Shopping Channel,(91) 555 94 44,,02-12-2008 00:00
10391,33,Vintage Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,03-12-2008 00:00
10409,61,Vintage Cars,29.54,Handji Gifts& Co,+65 224 1555,,04-12-2008 00:00
10420,45,Vintage Cars,26.88,Souveniers And Things Co.,+61 2 9495 8555,NSW,05-12-2008 00:00
10107,38,Motorcycles,83.03,Land of Toys Inc.,2125557818,NY,06-12-2008 00:00
10120,34,Motorcycles,83.79,"Australian Collectors, Co.",03 9520 4555,Victoria,07-12-2008 00:00
10134,43,Motorcycles,83.03,Lyon Souveniers,+33 1 46 62 7555,,08-12-2008 00:00
10145,47,Motorcycles,83.03,Toys4GrownUps.com,6265557265,CA,09-12-2008 00:00
10158,22,Motorcycles,67.03,Baane Mini Imports,07-98 9555,,10-12-2008 00:00
10168,29,Motorcycles,75.41,Technics Stores Inc.,6505556809,CA,11-12-2008 00:00
10180,28,Motorcycles,68.55,Daedalus Designs Imports,20.16.1555,,12-12-2008 00:00
10188,40,Motorcycles,91.4,Herkku Gifts,+47 2267 3215,,13-12-2008 00:00
10201,25,Motorcycles,73.88,Mini Wheels Co.,6505555787,CA,14-12-2008 00:00
10210,30,Motorcycles,61.7,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,15-12-2008 00:00
10223,38,Motorcycles,69.31,"Australian Collectors, Co.",03 9520 4555,Victoria,16-12-2008 00:00
10236,36,Motorcycles,87.6,Motor Mint Distributors Inc.,2155559857,PA,17-12-2008 00:00
10250,32,Motorcycles,87.6,The Sharp Gifts Warehouse,4085553659,CA,18-12-2008 00:00
10263,37,Motorcycles,62.46,Gift Depot Inc.,2035552570,CT,19-12-2008 00:00
10275,30,Motorcycles,79.98,La Rochelle Gifts,40.67.8555,,20-12-2008 00:00
10285,39,Motorcycles,70.08,Marta's Replicas Co.,6175558555,MA,21-12-2008 00:00
10297,32,Motorcycles,65.51,"Clover Collections, Co.",+353 1862 1555,,22-12-2008 00:00
10308,47,Motorcycles,63.22,Mini Classics,9145554562,NY,23-12-2008 00:00
10318,26,Motorcycles,86.83,Diecast Classics Inc.,2155551555,PA,24-12-2008 00:00
10329,37,Motorcycles,94.43,Land of Toys Inc.,2125557818,NY,25-12-2008 00:00
10340,55,Motorcycles,79.98,Enaco Distributors,(93) 203 4555,,26-12-2008 00:00
10363,21,Motorcycles,100,Suominen Souveniers,+358 9 8045 555,,27-12-2008 00:00
10375,23,Motorcycles,100,La Rochelle Gifts,40.67.8555,,28-12-2008 00:00
10389,49,Motorcycles,81.4,Scandinavian Gift Ideas,0695-34 6555,,29-12-2008 00:00
10402,59,Motorcycles,87.6,Auto Canal Petit,(1) 47.55.6555,,30-12-2008 00:00
10416,32,Motorcycles,87.6,L'ordine Souveniers,0522-556555,,31-12-2008 00:00
10105,43,Ships,100,Danish Wholesale Imports,31 12 3555,,01-01-2009 00:00
10117,41,Ships,100,"Dragon Souveniers, Ltd.",+65 221 7555,,02-01-2009 00:00
10129,45,Ships,100,"Stylish Desk Decors, Co.",(171) 555-0297,,03-01-2009 00:00
10142,33,Ships,100,Mini Gifts Distributors Ltd.,4155551450,CA,04-01-2009 00:00
10153,40,Ships,100,Euro Shopping Channel,(91) 555 94 44,,05-01-2009 00:00
10167,33,Ships,100,Scandinavian Gift Ideas,0695-34 6555,,06-01-2009 00:00
10177,50,Ships,100,CAF Imports,+34 913 728 555,,07-01-2009 00:00
10185,30,Ships,100,Mini Creations Ltd.,5085559555,MA,08-01-2009 00:00
10197,41,Ships,100,Enaco Distributors,(93) 203 4555,,09-01-2009 00:00
10208,35,Ships,100,"Saveley & Henriot, Co.",78.32.5555,,10-01-2009 00:00
10221,49,Ships,100,Petit Auto,(02) 5554 67,,11-01-2009 00:00
10232,46,Ships,100,giftsbymail.co.uk,(198) 555-8888,Isle of Wight,12-01-2009 00:00
10248,48,Ships,100,Land of Toys Inc.,2125557818,NY,13-01-2009 00:00
10261,36,Ships,100,Quebec Home Shopping Network,(514) 555-8054,Quebec,14-01-2009 00:00
10273,22,Ships,100,Petit Auto,(02) 5554 67,,15-01-2009 00:00
10283,42,Ships,100,"Royal Canadian Collectables, Ltd.",(604) 555-4555,BC,16-01-2009 00:00
10293,21,Ships,100,Amica Models & Co.,011-4988555,,17-01-2009 00:00
10306,29,Ships,100,"AV Stores, Co.",(171) 555-1555,,18-01-2009 00:00
10315,35,Ships,100,La Rochelle Gifts,40.67.8555,,19-01-2009 00:00
10326,41,Ships,100,"Volvo Model Replicas, Co",0921-12 3555,,20-01-2009 00:00
10337,29,Ships,71.97,Classic Legends Inc.,2125558493,NY,21-01-2009 00:00
10350,34,Ships,50.33,Euro Shopping Channel,(91) 555 94 44,,22-01-2009 00:00
10372,37,Ships,100,"Tokyo Collectables, Ltd",+81 3 3584 0555,Tokyo,23-01-2009 00:00
10384,28,Ships,80.54,Corporate Gift Ideas Co.,6505551386,CA,24-01-2009 00:00
10396,49,Ships,100,Mini Gifts Distributors Ltd.,4155551450,CA,25-01-2009 00:00
10414,23,Ships,100,Gifts4AllAges.com,6175559555,MA,26-01-2009 00:00
10101,46,Vintage Cars,53.76,"Blauer See Auto, Co.",+49 69 66 90 2555,,27-01-2009 00:00
10110,39,Vintage Cars,44.35,"AV Stores, Co.",(171) 555-1555,,28-01-2009 00:00
10124,22,Vintage Cars,45.25,Signal Gift Stores,7025551838,NV,29-01-2009 00:00
10149,49,Vintage Cars,49.28,Signal Collectibles Ltd.,4155554312,CA,30-01-2009 00:00
10162,43,Vintage Cars,36.29,Corporate Gift Ideas Co.,6505551386,CA,31-01-2009 00:00
10173,27,Vintage Cars,41.22,Rovelli Gifts,035-640555,,01-02-2009 00:00
10182,31,Vintage Cars,36.74,Mini Gifts Distributors Ltd.,4155551450,CA,02-02-2009 00:00
10193,20,Vintage Cars,50.62,"Australian Collectables, Ltd",61-9-3844-6555,Victoria,03-02-2009 00:00
10205,24,Vintage Cars,38.08,Euro Shopping Channel,(91) 555 94 44,,04-02-2009 00:00
10214,49,Vintage Cars,47.94,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,05-02-2009 00:00
10227,24,Vintage Cars,48.38,"Saveley & Henriot, Co.",78.32.5555,,06-02-2009 00:00
10244,39,Vintage Cars,45.25,Euro Shopping Channel,(91) 555 94 44,,07-02-2009 00:00
10255,37,Vintage Cars,45.7,Mini Caravy,88.60.1555,,08-02-2009 00:00
10280,45,Vintage Cars,47.49,Amica Models & Co.,011-4988555,,09-02-2009 00:00
10289,45,Vintage Cars,48.38,Herkku Gifts,+47 2267 3215,,10-02-2009 00:00
10304,44,Vintage Cars,39.42,Auto Assoc. & Cie.,30.59.8555,,11-02-2009 00:00
10312,23,Vintage Cars,37.63,Mini Gifts Distributors Ltd.,4155551450,CA,12-02-2009 00:00
10322,30,Vintage Cars,100,Online Diecast Creations Co.,6035558647,NH,13-02-2009 00:00
10332,26,Vintage Cars,85.52,"AV Stores, Co.",(171) 555-1555,,14-02-2009 00:00
10345,43,Vintage Cars,53.76,Atelier graphique,40.32.2555,,15-02-2009 00:00
10356,26,Vintage Cars,31.86,Lyon Souveniers,+33 1 46 62 7555,,16-02-2009 00:00
10367,28,Vintage Cars,30.59,Toys4GrownUps.com,6265557265,CA,17-02-2009 00:00
10380,27,Vintage Cars,68.35,Euro Shopping Channel,(91) 555 94 44,,18-02-2009 00:00
10391,24,Vintage Cars,100,"Anna's Decorations, Ltd",02 9936 8555,NSW,19-02-2009 00:00
10421,40,Vintage Cars,45.7,Mini Gifts Distributors Ltd.,4155551450,CA,20-02-2009 00:00
10103,36,Trucks and Buses,100,Baane Mini Imports,07-98 9555,,21-02-2009 00:00
10114,21,Trucks and Buses,100,"La Corne D'abondance, Co.",(1) 42.34.2555,,22-02-2009 00:00
10126,27,Trucks and Buses,100,"Corrida Auto Replicas, Ltd",(91) 555 22 82,,23-02-2009 00:00
10140,47,Trucks and Buses,100,Technics Stores Inc.,6505556809,CA,24-02-2009 00:00
10151,42,Trucks and Buses,100,"Oulu Toy Supplies, Inc.",981-443655,,25-02-2009 00:00
10165,32,Trucks and Buses,100,"Dragon Souveniers, Ltd.",+65 221 7555,,26-02-2009 00:00
10175,28,Trucks and Buses,100,"Stylish Desk Decors, Co.",(171) 555-0297,,27-02-2009 00:00
10184,24,Trucks and Buses,100,"Iberia Gift Imports, Corp.",(95) 555 82 82,,28-02-2009 00:00
10194,49,Trucks and Buses,100,"Saveley & Henriot, Co.",78.32.5555,,01-03-2009 00:00
10207,46,Trucks and Buses,100,Diecast Collectables,6175552555,MA,02-03-2009 00:00
10217,28,Trucks and Buses,100,Handji Gifts& Co,+65 224 1555,,03-03-2009 00:00
10229,48,Trucks and Buses,100,Mini Gifts Distributors Ltd.,4155551450,CA,04-03-2009 00:00
